TJ노래방 번호	URL	제목	가수	구분	비고	유튜브 검증
48879	https://www.youtube.com/watch?v=Glcf-665ZkM	밤편지(Through the Night)	IU	한국어		
76598	https://www.youtube.com/watch?v=SW6jGNMiQz0	봄안녕봄(Hi spring Bye)	IU	한국어		
96538	https://www.youtube.com/watch?v=vhNRVx-IXmc	비밀의화원(The Secret Garden)	IU	한국어		
76605	https://www.youtube.com/watch?v=kVI7vLPzlbM	빈컵(Empty Cup)	IU	한국어		
98620	https://www.youtube.com/watch?v=QCA14wBX2_I	삐삐(BBIBBI)	IU	한국어		
38507	https://www.youtube.com/watch?v=ft0APgkzLSI	삐에로는우릴보고웃지(Pierrot Smiles At Us)	IU	한국어		
45527	https://www.youtube.com/watch?v=sxa7yiHeQ9E	새신발(New Shoes)	IU	한국어		
89179	https://www.youtube.com/watch?v=86KisFUkxK0	소격동(SOGYEOKDONG)	IU	한국어		
45509	https://www.youtube.com/watch?v=uTTPGBMOBAs	스물셋(Twenty-three)	IU	한국어		
24519	https://www.youtube.com/watch?v=CPYjK_MYGIM	시간의바깥(above the time)	IU	한국어		
76600	https://www.youtube.com/watch?v=sxUuD_gUJgA	아이와나의바다(My sea)	IU	한국어		
45530	https://www.youtube.com/watch?v=trU2KUj_SJY	안경(Glasses)	IU	한국어		
47281	https://www.youtube.com/watch?v=pYooyUItNLI	앨리샤(alicia) (말과나의이야기,앨리샤 OST)	IU	한국어		
96545	https://www.youtube.com/watch?v=DWO2aKU0nHs	어젯밤이야기(Eojetbam Iyagi)	IU	한국어		
76604	https://www.youtube.com/watch?v=ro1D18MFlpw	어푸(AH PUH)	IU	한국어		
76606	https://www.youtube.com/watch?v=h4oXKQoc57M	에필로그(Epilogue)	IU	한국어		
38495	https://www.youtube.com/watch?v=3JmR9WOrzaA	여름밤의꿈(A Midsummer Night's Dream)	IU	한국어		
37564	https://www.youtube.com/watch?v=3LmVLVG9Fwg	우울시계(A Gloomy Clock)	IU	한국어		
49504	https://www.youtube.com/watch?v=eZZQS07KlZA	이런엔딩(Ending Scene)	IU	한국어		
49496	https://www.youtube.com/watch?v=Z9_h09AOIKM	이름에게(Dear name)	IU	한국어		
49497	https://www.youtube.com/watch?v=vwaHmpK4ToY	이지금	IU	한국어		
24526	https://www.youtube.com/watch?v=kSn_HYPM09M	자장가(Lullaby)	IU	한국어		
96537	https://www.youtube.com/watch?v=QM5z8AoSPbs	잠못드는밤비는내리고(Sleepless rainy night)	IU	한국어		
49508	https://www.youtube.com/watch?v=sH7VZYMqZg8	잼잼(Jam Jam)	IU	한국어		
33393	https://www.youtube.com/watch?v=NbmtT4n2hyk	좋은날(Good day)	IU	한국어		
45510	https://www.youtube.com/watch?v=oyWYITEAQjM	푸르던(The shower)	IU	한국어		
49509	https://www.youtube.com/watch?v=d_TxufeMhx0	Black Out	IU	한국어		
24518	https://www.youtube.com/watch?v=4fVwpp77Ewo	Blueming	IU	한국어		
76345	https://www.youtube.com/watch?v=L9Ra2GIBd04	Celebrity	IU	한국어		
76596	https://www.youtube.com/watch?v=Fl9GRTdlnDo	Coin	IU	한국어		
89419	https://www.youtube.com/watch?v=MVE-QnCMLCE	eight(에잇)	IU	한국어		
76597	https://www.youtube.com/watch?v=Nf32w19e5hc	Flu	IU	한국어		
47169	https://www.youtube.com/watch?v=-YQHfNa1OXg	Havana	IU	한국어		
75230	https://www.youtube.com/watch?v=wmlcX13RtJg	Into the I-LAND	IU	한국어		
24426	https://www.youtube.com/watch?v=C5OWxaWVxK0	Love poem	IU	한국어		
24520	https://www.youtube.com/watch?v=UCKB3iA0IO8	unlucky	IU	한국어		
38726	https://www.youtube.com/watch?v=Nxr6dQxyFMc	Voice Mail(보이스메일)	IU	한국어		
45528	https://www.youtube.com/watch?v=w99KtJvn0yk	Zeze(제제)	IU	한국어		
076599	https://www.youtube.com/watch?v=aof3GnV2KA4	_돌림노래(Troll)	IU,딘(DEAN)	한국어		
76599	https://www.youtube.com/watch?v=nWNeQa_nq0c	돌림노래(Troll)	IU,딘(DEAN)	한국어		
039109	https://www.youtube.com/watch?v=2zesPOsOjiI	_한낮의꿈(Daydream)	IU,양희은(Yang Hee Eun)	한국어		
39109	https://www.youtube.com/watch?v=8HzEXHvMEk4	한낮의꿈(Daydream)	IU,양희은(Yang Hee Eun)	한국어		
045529	https://www.youtube.com/watch?v=fLfmJeetwl8	_Red Queen(레드퀸)	IU,자이언티(Zion.T)	한국어		
45529	https://www.youtube.com/watch?v=8-u2InxwSeI	Red Queen(레드퀸)	IU,자이언티(Zion.T)	한국어		
047014	https://www.youtube.com/watch?v=ZRLmAc3VNa4	_꿍따리샤바라(Boom Ladi Dadi)	IU,클론(Clon)	한국어		
47014	https://www.youtube.com/watch?v=9pkKWsbb3zc	꿍따리샤바라(Boom Ladi Dadi)	IU,클론(Clon)	한국어		
096499	https://www.youtube.com/watch?v=yUvppnhqlBY	_가을아침(Autumn Morning)	IU,G-Dragon	한국어		
96499	https://www.youtube.com/watch?v=Ob6hAHADQVU	가을아침(Autumn Morning)	IU,G-Dragon	한국어		
029664	https://www.youtube.com/watch?v=SV5sxbT3zLg	_레옹(Leon)	IU,박명수(Park Myung Soo)	한국어		
29664	https://www.youtube.com/watch?v=Q2N8xEdvN9I	레옹(Leon)	IU,박명수(Park Myung Soo)	한국어		
049820	https://www.youtube.com/watch?v=cHbNaFNoHCY	_어땠을까(What Would Have Been) 판타스틱듀오(Fantastic Duo)	IU,싸이(PSY)	한국어		
49820	https://www.youtube.com/watch?v=sTfScbBjrGs	어땠을까(What Would Have Been) 판타스틱듀오(Fantastic Duo)	IU,싸이(PSY)	한국어		
076746	https://www.youtube.com/watch?v=OvuNv834ja0	_라일락(LILAC)	IU,이무진(Lee Mujin)	한국어		
76746	https://www.youtube.com/watch?v=vOWNb6SCP90	라일락(LILAC)	IU,이무진(Lee Mujin)	한국어		
049495	https://www.youtube.com/watch?v=d9IxdwEFk1c	_팔레트(Palette)	IU(Feat.G-DRAGON)	한국어		
49495	https://www.youtube.com/watch?v=tXzr_A3635A	팔레트(Palette)	IU(Feat.G-DRAGON)	한국어		
048940	https://www.youtube.com/watch?v=8H1D7XUPNFI	_사랑이잘(Can‘t Love You Anymore)	IU(With 오혁(OHHYUK)	한국어		
48940	https://www.youtube.com/watch?v=ugtqU9iTVgY	사랑이잘(Can‘t Love You Anymore)	IU(With 오혁(OHHYUK)	한국어		
032663	https://www.youtube.com/watch?v=uujJJZtaijA	_잔소리(Nagging)	IU(With 임슬옹(LIM SEUL ONG))	한국어		
32663	https://www.youtube.com/watch?v=W1vN6B59YZA	잔소리(Nagging)	IU(With 임슬옹(LIM SEUL ONG))	한국어		
096551	https://www.youtube.com/watch?v=kj71jzO5U8k	_개여울(By the stream)	IUx정재일(Jung jae il)	한국어		
96551	https://www.youtube.com/watch?v=r7NHECwFIYE	개여울(By the stream)	IUx정재일(Jung jae il)	한국어		
014515	https://www.youtube.com/watch?v=Oke090IJDrI	_응급실(Emergency Room) (쾌걸춘향 OST)	izi	한국어		
14515	https://www.youtube.com/watch?v=vfINJnPUIkA	응급실(Emergency Room) (쾌걸춘향 OST)	izi	한국어		
053504	https://www.youtube.com/watch?v=UOxkGD8qRB4	_POP/STARS	K/DA	한국어		
53504	https://www.youtube.com/watch?v=6DkgjzAp2uQ	POP/STARS	K/DA	한국어		
032156	https://www.youtube.com/watch?v=Y91yK6w9ixk	_민초의난 (추노 Chuno OST)	MC Sniper	한국어		
32156	https://www.youtube.com/watch?v=inZaytAaxZc	민초의난 (추노 Chuno OST)	MC Sniper	한국어		
099783	https://www.youtube.com/watch?v=XG9wn6e5S84	_사계(하루살이)(One Day Only )	MC THE MAX	한국어		
046009	https://www.youtube.com/watch?v=va5rf20Un24	_어디에도(No matter where)	MC THE MAX	한국어		
010594	https://www.youtube.com/watch?v=aD7wjM_h5b0	_One Love	MC THE MAX	한국어		
99783	https://www.youtube.com/watch?v=zqklzQzz-ZU	사계(하루살이)(One Day Only )	MC THE MAX	한국어		
46009	https://www.youtube.com/watch?v=NEaA_aEvKBA	어디에도(No matter where)	MC THE MAX	한국어		
10594	https://www.youtube.com/watch?v=bP8Kbz3y-s4	One Love	MC THE MAX	한국어		
016463	https://www.youtube.com/watch?v=-vfXZX-lA7g	_아이스크림(Ice Cream)	MC몽(MC MONG)	한국어		
031443	https://www.youtube.com/watch?v=ktwrBUj3W64	_Indian Boy	MC몽(MC MONG)	한국어		
16463	https://www.youtube.com/watch?v=VWAI5LVE3P8	아이스크림(Ice Cream)	MC몽(MC MONG)	한국어		
31443	https://www.youtube.com/watch?v=Wys8jrF3Qa4	Indian Boy	MC몽(MC MONG)	한국어		
077338	https://www.youtube.com/watch?v=fHwT4yz5Hkg	_바라만본다(Foolish Love)	MSG워너비(M.O.M)	한국어		
77338	https://www.youtube.com/watch?v=sX6QfyFXVcY	바라만본다(Foolish Love)	MSG워너비(M.O.M)	한국어		
076861	https://www.youtube.com/watch?v=fwpaxjV5pPI	_상상더하기(Fresh Adventure)	MSG워너비(M.O.M) TOP 8	한국어		
76861	https://www.youtube.com/watch?v=ICBS6ULBXp0	상상더하기(Fresh Adventure)	MSG워너비(M.O.M) TOP 8	한국어		
077339	https://www.youtube.com/watch?v=tNtB39hcC5Q	_나를아는사람(Hangout with Yoo)	MSG워너비(M.O.M)(정상동기)	한국어		
77339	https://www.youtube.com/watch?v=DsIQjr_Rv-k	나를아는사람(Hangout with Yoo)	MSG워너비(M.O.M)(정상동기)	한국어		
038569	https://www.youtube.com/watch?v=0pWz9xztrHE	_한여름밤의꿀(A midsummer night's sweetness)	San E,레이나(Raina)	한국어		
38569	https://www.youtube.com/watch?v=GiNYq4z6mkg	한여름밤의꿀(A midsummer night's sweetness)	San E,레이나(Raina)	한국어		
015851	https://www.youtube.com/watch?v=7lT1Wt41gDs	_내사람: Partner For Life	SG워너비(SG Wannabe)	한국어		
019510	https://www.youtube.com/watch?v=hPoRgIzXm5o	_라라라(LaLaLa)	SG워너비(SG Wannabe)	한국어		
014612	https://www.youtube.com/watch?v=ymY-gWJjCQU	_살다가(As I Live)	SG워너비(SG WANNABE)	한국어		
017601	https://www.youtube.com/watch?v=VCF2AdGrU_8	_아리랑(Arirang)	SG워너비(SG Wannabe)	한국어		
012638	https://www.youtube.com/watch?v=0pLa8NyS4Es	_Timeless	SG워너비(SG Wannabe)	한국어		
15851	https://www.youtube.com/watch?v=51emGrEUqLY	내사람: Partner For Life	SG워너비(SG Wannabe)	한국어		
19510	https://www.youtube.com/watch?v=bWmcsYiVvPc	라라라(LaLaLa)	SG워너비(SG Wannabe)	한국어		
14612	https://www.youtube.com/watch?v=DmOpqE8geu8	살다가(As I Live)	SG워너비(SG WANNABE)	한국어		
17601	https://www.youtube.com/watch?v=P-31y9fWJfE	아리랑(Arirang)	SG워너비(SG Wannabe)	한국어		
12638	https://www.youtube.com/watch?v=V1b2JdX2D6U	Timeless	SG워너비(SG Wannabe)	한국어		
031435	https://www.youtube.com/watch?v=KA9J3WWCimo	_여래아(Yeo Rae A)(黎崍阿)	시드사운드(SID-Sound)	한국어		
31435	https://www.youtube.com/watch?v=sv5tuX15ap0	여래아(Yeo Rae A)(黎崍阿)	시드사운드(SID-Sound)	한국어		
076657	https://www.youtube.com/watch?v=_X3r09dgbQg	_ASAP	STAYC(스테이씨)	한국어		
76657	https://www.youtube.com/watch?v=3sJcn7bI_Mo	ASAP	STAYC(스테이씨)	한국어		
075865	https://www.youtube.com/watch?v=-gphfykp-Xo	_작은방(Small Room)	Sweet Sorrow(Feat.IU)	한국어		
75865	https://www.youtube.com/watch?v=xDHpnEscPao	작은방(Small Room)	Sweet Sorrow(Feat.IU)	한국어		
029198	https://www.youtube.com/watch?v=uTvDTZc4Agw	_Reset (후아유-학교 2015 Who Are You: School 2015 OST)	TigerJK,진실(Jinsil)	한국어		
29198	https://www.youtube.com/watch?v=NbHe0SXkbsw	Reset (후아유-학교 2015 Who Are You: School 2015 OST)	TigerJK,진실(Jinsil)	한국어		
091998	https://www.youtube.com/watch?v=0tFB1nxEi3s	_다시만날까봐(Again)	V.O.S	한국어		
91998	https://www.youtube.com/watch?v=33yBJub2Kew	다시만날까봐(Again)	V.O.S	한국어		
76837	https://www.youtube.com/watch?v=dzFAIJST7Ow	머니게임(MONEY GAME)	가오가이(kaogaii)	한국어		
076837	https://www.youtube.com/watch?v=MHHkzPhTwHU	_머니게임(MONEY GAME)	가오가이(kaogaii)	한국어		
18189	https://www.youtube.com/watch?v=1Ti_IorKXfk	대한민국 육군가(Republic Of Korea ARMY song)	군가(Military song)	한국어		
018189	https://www.youtube.com/watch?v=fLUHGMRxeuM	_대한민국 육군가(Republic Of Korea ARMY song)	군가(Military song)	한국어		
5051	https://www.youtube.com/watch?v=bv2sbXRXg7Q	진짜사나이(Real Man)	군가(Military song)	한국어		
05051	https://www.youtube.com/watch?v=jjMmEA983mI	_진짜사나이(Real Man)	군가(Military song)	한국어		
18188	https://www.youtube.com/watch?v=0TKhwJGypQ8	해군가(Navy Song)	군가(Military song)	한국어		
018188	https://www.youtube.com/watch?v=kfLs_e9zQ0U	_해군가(Navy Song)	군가(Military song)	한국어		
16639	https://www.youtube.com/watch?v=zL9Sajo--bI	나가자해병대(Let's Go out Marines Corps)	군가(Military song)	한국어		
016639	https://www.youtube.com/watch?v=znGaaxMU4_E	_나가자해병대(Let's Go out Marines Corps)	군가(Military song)	한국어		
5063	https://www.youtube.com/watch?v=1hzU9qyCQEA	부라보해병(Bravo 海兵)	군가(Military song)	한국어		
05063	https://www.youtube.com/watch?v=S-k3UkKOL3E	_부라보해병(Bravo 海兵)	군가(Military song)	한국어		
39302	https://www.youtube.com/watch?v=wQXMONs6pzA	멸공의횃불(The Torch of the Annihilation of Communism)	군가(Military song)	한국어		
039302	https://www.youtube.com/watch?v=TjiWjbgVzM0	_멸공의횃불(The Torch of the Annihilation of Communism)	군가(Military song)	한국어		
1730	https://www.youtube.com/watch?v=rnPMCZsoo1c	전선을간다(We go to the front)	군가(Military song)	한국어		
01730	https://www.youtube.com/watch?v=zETSzPtkKcg	_전선을간다(We go to the front)	군가(Military song)	한국어		
47071	https://www.youtube.com/watch?v=dusxVgln1A4	검은베레모(Black beret)	군가(Military song)	한국어	금영번호	
047071	https://www.youtube.com/watch?v=5_RuG-YukHg	_검은베레모(Black beret)	군가(Military song)	한국어	금영번호	
18470	https://www.youtube.com/watch?v=KQUGe-LYXsw	다시만난세계(Into The New World)	소녀시대(Girls' Generation)	한국어		
018470	https://www.youtube.com/watch?v=0k2Zzkw_-0I	_다시만난세계(Into The New World)	소녀시대(Girls' Generation)	한국어		
76095	https://www.youtube.com/watch?v=YmEOTOMeAFo	문어의꿈(Octopus' dream)	안예은(AHN YEEUN)	한국어		
076095	https://www.youtube.com/watch?v=NuGErGa2K_U	_문어의꿈(Octopus' dream)	안예은(AHN YEEUN)	한국어		
37188	https://www.youtube.com/watch?v=vZQMAvYPWVU	아는사람얘기(Story of someone I know)	San E	한국어		
037188	https://www.youtube.com/watch?v=eVdjb3AtKpM	_아는사람얘기(Story of someone I know)	San E	한국어		
39604	https://www.youtube.com/watch?v=NvfPMOh5vyE	팔베개(Pillow)	소유(SoYou),기리보이(Giriboy)	한국어		
039604	https://www.youtube.com/watch?v=wor25VJ5nyc	_팔베개(Pillow)	소유(SoYou),기리보이(Giriboy)	한국어		
5316	https://www.youtube.com/watch?v=ISH4DzjYn3I	곰세마리(Three Bears)	동요(Agitation)	한국어		
05316	https://www.youtube.com/watch?v=wB4VWh0pvts	_곰세마리(Three Bears)	동요(Agitation)	한국어		
98839	https://www.youtube.com/watch?v=H-FW8lioNuM	거미가줄을타고올라갑니다(Itsy Bitsy Spider)	동요(Agitation)	한국어		
098839	https://www.youtube.com/watch?v=5Ycy_30vjU0	_거미가줄을타고올라갑니다(Itsy Bitsy Spider)	동요(Agitation)	한국어		
14199	https://www.youtube.com/watch?v=sn5ByocU5Ho	아빠힘내세요(Cheer up dad)	동요(Agitation)	한국어		
014199	https://www.youtube.com/watch?v=50t7FpasFug	_아빠힘내세요(Cheer up dad)	동요(Agitation)	한국어		
5313	https://www.youtube.com/watch?v=Xh1jXlgRzFc	그대로멈춰라(Now It's Time to Stop)	동요(Agitation)	한국어		
05313	https://www.youtube.com/watch?v=KQge-Ya4T64	_그대로멈춰라(Now It's Time to Stop)	동요(Agitation)	한국어		
5308	https://www.youtube.com/watch?v=_od7o27mKDI	둥근해가떴습니다(Morning Sunrise)	동요(Agitation)	한국어		
05308	https://www.youtube.com/watch?v=KJ4QuIIHRNE	_둥근해가떴습니다(Morning Sunrise)	동요(Agitation)	한국어		
2838	https://www.youtube.com/watch?v=XevqxAEzQAM	검은고양이네로(Black Cat Nero)	터보(Turbo)	한국어		
02838	https://www.youtube.com/watch?v=uG0r_Phzd3A	_검은고양이네로(Black Cat Nero)	터보(Turbo)	한국어		
5318	https://www.youtube.com/watch?v=9t_1C5K0aGk	우리집에왜왔니(Why have you come to my house?)	동요(Agitation)	한국어		
05318	https://www.youtube.com/watch?v=ij-MiKYkG04	_우리집에왜왔니(Why have you come to my house?)	동요(Agitation)	한국어		
39769	https://www.youtube.com/watch?v=yvV9vIbBy8U	홍콩반점(HongKongBanJum)	리미와감자(Rimi and Gamja)	한국어		
039769	https://www.youtube.com/watch?v=IIxulZIQILA	_홍콩반점(HongKongBanJum)	리미와감자(Rimi and Gamja)	한국어		
5300	https://www.youtube.com/watch?v=81v6vl3VENc	아기상어,상어가족(Baby Shark)	핑크퐁(PinkFong)	한국어	임의	
05300	https://www.youtube.com/watch?v=761ae_KDg_Q	_아기상어,상어가족(Baby Shark)	핑크퐁(PinkFong)	한국어	임의	
38189	https://www.youtube.com/watch?v=d09ycd1-xW0	까탈레나(Catallena)	오렌지캬라멜(Orange Caramel)	한국어		
038189	https://www.youtube.com/watch?v=Ahif51hqeA8	_까탈레나(Catallena)	오렌지캬라멜(Orange Caramel)	한국어		
76300	https://www.youtube.com/watch?v=rQpKRqyHxg4	고추참치(Pepper tuna)	돌카스(Dorkas)	한국어	임의	
076300	https://www.youtube.com/watch?v=vS801vsA6jE	_고추참치(Pepper tuna)	돌카스(Dorkas)	한국어	임의	
37012	https://www.youtube.com/watch?v=fZiwSmamOJ8	빠빠빠(Bar Bar Bar)	크레용팝(Crayon Pop)	한국어		
037012	https://www.youtube.com/watch?v=yMqL1iWfku4	_빠빠빠(Bar Bar Bar)	크레용팝(Crayon Pop)	한국어		
37717	https://www.youtube.com/watch?v=kmdeg4kFdgk	꾸리스마스(Lonely Christmas)	크레용팝(Crayon Pop)	한국어,XMAS		
037717	https://www.youtube.com/watch?v=qCPFK61Yu3M	_꾸리스마스(Lonely Christmas)	크레용팝(Crayon Pop)	한국어,XMAS		
01720	https://www.youtube.com/watch?v=PAt_a7_VjY4	육군, We 육군(Army, We Army) [AR only]	군가(Military song)	한국어	무반주	
77391	https://www.youtube.com/watch?v=V5Hul6WotPk	9ucci	염따(YUMDDA),DOGE	한국어		
077391	https://www.youtube.com/watch?v=2Neo6ezwmkE	_9ucci	염따(YUMDDA),DOGE	한국어		
53966	https://www.youtube.com/watch?v=ndchvo3zEFs	돈 Call Me(Money Call Me)	염따(YUMDDA)	한국어		
053966	https://www.youtube.com/watch?v=fOeq_UJjonA	_돈 Call Me(Money Call Me)	염따(YUMDDA)	한국어		
24629	https://www.youtube.com/watch?v=NYtCKgLFjTo	아마두(Immado)	염따(YUMDDA),우원재(Wonjae),김효은(Hyoeun)	한국어		
024629	https://www.youtube.com/watch?v=LHUAmHYOXFM	_아마두(Immado)	염따(YUMDDA),우원재(Wonjae),김효은(Hyoeun)	한국어		
78658	https://www.youtube.com/watch?v=doHQvxK-mOk	우리집고양이츄르를좋아해(WGC)	미노이(meenoi),염따(YUMDDA)	한국어		
078658	https://www.youtube.com/watch?v=QY6pZFPvP30	_우리집고양이츄르를좋아해(WGC)	미노이(meenoi),염따(YUMDDA)	한국어		
77406	https://www.youtube.com/watch?v=eqYm3luOxIU	못참아!(I Can’t Wait)	미노이(meenoi)	한국어		
077406	https://www.youtube.com/watch?v=YKMAWHQp2Ac	_못참아!(I Can’t Wait)	미노이(meenoi)	한국어		
98596	https://www.youtube.com/watch?v=BE2KmRe-SMY	시간이들겠지(It Takes Time)	로꼬(Loco),콜드(Colde)	한국어		
098596	https://www.youtube.com/watch?v=YfQzz00Oc_M	_시간이들겠지(It Takes Time)	로꼬(Loco),콜드(Colde)	한국어		
75776	https://www.youtube.com/watch?v=tKK2-xOqrQY	잠이들어야(Can't Sleep)	로꼬(Loco),헤이즈(Heize)	한국어		
075776	https://www.youtube.com/watch?v=c0gZnxJ5U6c	_잠이들어야(Can't Sleep)	로꼬(Loco),헤이즈(Heize)	한국어		
46262	https://www.youtube.com/watch?v=uZ8XZw6yf6M	봄이좋냐??(What The Spring??)	10cm	한국어		
046262	https://www.youtube.com/watch?v=cIGgSI1uhKI	_봄이좋냐??(What The Spring??)	10cm	한국어		
36707	https://www.youtube.com/watch?v=PZhPVXbs_7k	봄봄봄(BOM BOM BOM)	로이킴(Roy Kim)	한국어		
036707	https://www.youtube.com/watch?v=k3-BDy55tq4	_봄봄봄(BOM BOM BOM)	로이킴(Roy Kim)	한국어		
37874	https://www.youtube.com/watch?v=k1UcirefzhY	노래가늘었어(Singing got better)	에일리(Ailee)	한국어		
037874	https://www.youtube.com/watch?v=9ConFvO7p-U	_노래가늘었어(Singing got better)	에일리(Ailee)	한국어		
9968	https://www.youtube.com/watch?v=KR-8pIB6E_w	BK Love	MC Sniper	한국어		
